Azimuth,Slope,Metric
90.0,10.0,7482.09571184808
90.0,14.210526315789473,7416.347694869133
90.0,18.421052631578945,7334.410112794832
90.0,22.63157894736842,7240.656635319821
90.0,26.842105263157894,7133.208522448954
90.0,31.052631578947366,7016.926482783211
90.0,35.26315789473684,6891.722042500857
90.0,39.473684210526315,6752.650767479191
90.0,43.68421052631579,6609.1862798707425
90.0,47.89473684210526,6456.253449136341
90.0,52.10526315789473,6292.339094017931
90.0,56.315789473684205,6127.478255520577
90.0,60.526315789473685,5950.462992024302
90.0,64.73684210526315,5762.402273092102
90.0,68.94736842105263,5577.023464193856
90.0,73.15789473684211,5387.184097328763
90.0,77.36842105263158,5183.219944522885
90.0,81.57894736842105,4977.262672116724
90.0,85.78947368421052,4785.341816310765
90.0,90.0,4578.998074934514
99.47368421052632,10.0,7584.9077641066015
99.47368421052632,14.210526315789473,7558.939764456108
99.47368421052632,18.421052631578945,7515.033268844354
99.47368421052632,22.63157894736842,7458.062639229565
99.47368421052632,26.842105263157894,7381.240515825569
99.47368421052632,31.052631578947366,7291.359650833364
99.47368421052632,35.26315789473684,7190.6445199518985
99.47368421052632,39.473684210526315,7072.384832517799
99.47368421052632,43.68421052631579,6944.82444727368
99.47368421052632,47.89473684210526,6804.781131466571
99.47368421052632,52.10526315789473,6646.211465019656
99.47368421052632,56.315789473684205,6480.954730108244
99.47368421052632,60.526315789473685,6311.315777826334
99.47368421052632,64.73684210526315,6121.539327800546
99.47368421052632,68.94736842105263,5918.386262576383
99.47368421052632,73.15789473684211,5726.306090597311
99.47368421052632,77.36842105263158,5519.05627946257
99.47368421052632,81.57894736842105,5292.466909686284
99.47368421052632,85.78947368421052,5063.27842597523
99.47368421052632,90.0,4849.22086608252
108.94736842105263,10.0,7684.475223654342
108.94736842105263,14.210526315789473,7696.387997365326
108.94736842105263,18.421052631578945,7687.830217282538
108.94736842105263,22.63157894736842,7663.848893948217
108.94736842105263,26.842105263157894,7617.4180587007895
108.94736842105263,31.052631578947366,7552.379493394812
108.94736842105263,35.26315789473684,7472.988763136269
108.94736842105263,39.473684210526315,7370.909795199715
108.94736842105263,43.68421052631579,7254.025191054585
108.94736842105263,47.89473684210526,7127.485662532624
108.94736842105263,52.10526315789473,6978.409331325087
108.94736842105263,56.315789473684205,6808.483274845417
108.94736842105263,60.526315789473685,6638.757475402654
108.94736842105263,64.73684210526315,6453.984486069461
108.94736842105263,68.94736842105263,6244.901220688979
108.94736842105263,73.15789473684211,6020.4410996092
108.94736842105263,77.36842105263158,5805.761940095236
108.94736842105263,81.57894736842105,5578.992506324996
108.94736842105263,85.78947368421052,5336.405381619923
108.94736842105263,90.0,5085.393437058113
118.42105263157895,10.0,7777.867487009555
118.42105263157895,14.210526315789473,7826.361467415216
118.42105263157895,18.421052631578945,7849.77865025132
118.42105263157895,22.63157894736842,7855.279251220087
118.42105263157895,26.842105263157894,7835.638089810308
118.42105263157895,31.052631578947366,7792.794709793035
118.42105263157895,35.26315789473684,7733.663866913433
118.42105263157895,39.473684210526315,7649.883969536707
118.42105263157895,43.68421052631579,7540.720655313141
118.42105263157895,47.89473684210526,7418.705359372061
118.42105263157895,52.10526315789473,7280.6597072360755
118.42105263157895,56.315789473684205,7115.775804927378
118.42105263157895,60.526315789473685,6926.904845680696
118.42105263157895,64.73684210526315,6734.948008604016
118.42105263157895,68.94736842105263,6531.800101639198
118.42105263157895,73.15789473684211,6307.245752469657
118.42105263157895,77.36842105263158,6060.912329302954
118.42105263157895,81.57894736842105,5813.389835582203
118.42105263157895,85.78947368421052,5562.308912287655
118.42105263157895,90.0,5294.502362413104
127.89473684210526,10.0,7862.8714951190905
127.89473684210526,14.210526315789473,7944.492785191463
127.89473684210526,18.421052631578945,7998.454439395182
127.89473684210526,22.63157894736842,8029.352984424289
127.89473684210526,26.842105263157894,8034.131183718173
127.89473684210526,31.052631578947366,8010.526014310215
127.89473684210526,35.26315789473684,7964.59782654422
127.89473684210526,39.473684210526315,7898.912900209953
127.89473684210526,43.68421052631579,7802.686546797894
127.89473684210526,47.89473684210526,7677.812476075904
127.89473684210526,52.10526315789473,7537.881629075396
127.89473684210526,56.315789473684205,7385.874050930869
127.89473684210526,60.526315789473685,7204.500973602464
127.89473684210526,64.73684210526315,6994.580392657553
